ID;NAMA PRODUK;VARIAN;NAMA FILE FOTO (ISI DISINI)
pt-008-7;Kotak Pizza Memanjang Slidding Box;Magenta Laminasi,20 pcs;
pt-008-8;Kotak Pizza Memanjang Slidding Box;FoodieHitam Laminasi,20 pcs;
pt-008-9;Kotak Pizza Memanjang Slidding Box;Ramadhan Hitam,20 pcs;
pt-009-1;(100 Pcs) NEW Kotak Cup Taco;Foodie Hijau Botol;
pt-009-2;(100 Pcs) NEW Kotak Cup Taco;Foodiemaroon/magenta;
pt-009-3;(100 Pcs) NEW Kotak Cup Taco;Foodie Orange;
pt-009-4;(100 Pcs) NEW Kotak Cup Taco;Foodie biru;
pt-009-5;(100 Pcs) NEW Kotak Cup Taco;Ivory;
pt-009-6;(100 Pcs) NEW Kotak Cup Taco;Doodle Hitam;
pt-009-7;(100 Pcs) NEW Kotak Cup Taco;Doodle Biru;
pt-009-8;(100 Pcs) NEW Kotak Cup Taco;Foodie Hitam;
pt-010-1;(100 Pcs) NEW Kotak Dine In;Foodie Orange;
pt-010-2;(100 Pcs) NEW Kotak Dine In;FoodieMagenta/maroon;
pt-010-3;(100 Pcs) NEW Kotak Dine In;Foodie Hijau Botol;
pt-010-4;(100 Pcs) NEW Kotak Dine In;Foodie Hitam;
pt-010-5;(100 Pcs) NEW Kotak Dine In;Doodle Hitam;
pt-010-6;(100 Pcs) NEW Kotak Dine In;Doodle Biru;
pt-011-1;(100pcs) Cup Kentang A Motif;Animals Hitam;
pt-011-10;(100pcs) Cup Kentang A Motif;Animals Magenta;
pt-011-11;(100pcs) Cup Kentang A Motif;Foodie Biru;
pt-011-12;(100pcs) Cup Kentang A Motif;Ramadhan Hijau;
pt-011-13;(100pcs) Cup Kentang A Motif;Doodle Hitam;
pt-011-14;(100pcs) Cup Kentang A Motif;Foodie Orange;
pt-011-15;(100pcs) Cup Kentang A Motif;Foodie Hijau Botol;
pt-011-2;(100pcs) Cup Kentang A Motif;Ramadhan Magenta;
pt-011-3;(100pcs) Cup Kentang A Motif;Foodie Hitam;
pt-011-4;(100pcs) Cup Kentang A Motif;Animals Brown;
pt-011-5;(100pcs) Cup Kentang A Motif;Ramadhan Hitam;
pt-011-6;(100pcs) Cup Kentang A Motif;Warna Warni;
pt-011-7;(100pcs) Cup Kentang A Motif;Doodle Biru;
pt-011-8;(100pcs) Cup Kentang A Motif;FoodieMagenta/Maroon;
pt-011-9;(100pcs) Cup Kentang A Motif;Random 2 Warna;
pt-012-1;(100 pcs) Kotak Es Potong Roti (BESAR);Warna warni;
pt-012-10;(100 pcs) Kotak Es Potong Roti (BESAR);Random 2 warna;
pt-012-11;(100 pcs) Kotak Es Potong Roti (BESAR);Foodie Biru;
pt-012-12;(100 pcs) Kotak Es Potong Roti (BESAR);Doodle Hitam;
pt-012-13;(100 pcs) Kotak Es Potong Roti (BESAR);Animals Brown;
pt-012-14;(100 pcs) Kotak Es Potong Roti (BESAR);Foodie Hitam;
pt-012-2;(100 pcs) Kotak Es Potong Roti (BESAR);Doodle Biru;
pt-012-3;(100 pcs) Kotak Es Potong Roti (BESAR);FoodieMagenta/maroon;
pt-012-4;(100 pcs) Kotak Es Potong Roti (BESAR);Foodie Hijau Botol;
pt-012-5;(100 pcs) Kotak Es Potong Roti (BESAR);Animals Magenta;
pt-012-6;(100 pcs) Kotak Es Potong Roti (BESAR);Animals Hitam;
pt-012-7;(100 pcs) Kotak Es Potong Roti (BESAR);Ramadhan Hijau;
pt-012-8;(100 pcs) Kotak Es Potong Roti (BESAR);Foodie Orange;
pt-012-9;(100 pcs) Kotak Es Potong Roti (BESAR);Ramadhan Hitam;
pt-013-1;(50pcs)  Kotak Toast Ada Tutup;Hitam;
pt-013-2;(50pcs)  Kotak Toast Ada Tutup;Biru;
pt-013-3;(50pcs)  Kotak Toast Ada Tutup;Duplek;
pt-013-4;(50pcs)  Kotak Toast Ada Tutup;Ivory;
pt-014-1;(100pcs) Cup Kentang A / Kotak Cup Kentang;Kraft non laminasi;
pt-014-2;(100pcs) Cup Kentang A / Kotak Cup Kentang;Putih non laminasi;
pt-015-1;(100pcs) Kotak Dine In (SAKURA);Kraft Laminasi;
pt-015-2;(100pcs) Kotak Dine In (SAKURA);Foodie Hitam;
pt-015-3;(100pcs) Kotak Dine In (SAKURA);Foodie magenta;
pt-015-4;(100pcs) Kotak Dine In (SAKURA);Doodles Biru;
pt-015-5;(100pcs) Kotak Dine In (SAKURA);Doodles Hitam;
pt-015-6;(100pcs) Kotak Dine In (SAKURA);Foodie Hijau;
pt-015-7;(100pcs) Kotak Dine In (SAKURA);Foodie Orange;
pt-015-8;(100pcs) Kotak Dine In (SAKURA);Foodie Biru;
pt-015-9;(100pcs) Kotak Dine In (SAKURA);Ivory;
pt-016-1;(100pcs) Cup Kentang B / Kotak Cup Kentang / Food Paper tray / Kotak toast / Kotak Snack / Paper tray Dine in;Putih;
pt-016-10;(100pcs) Cup Kentang B / Kotak Cup Kentang / Food Paper tray / Kotak toast / Kotak Snack / Paper tray Dine in;Ramadhan hijau;
pt-016-2;(100pcs) Cup Kentang B / Kotak Cup Kentang / Food Paper tray / Kotak toast / Kotak Snack / Paper tray Dine in;Foodie Hitam;
pt-016-3;(100pcs) Cup Kentang B / Kotak Cup Kentang / Food Paper tray / Kotak toast / Kotak Snack / Paper tray Dine in;Foodie orange;
pt-016-4;(100pcs) Cup Kentang B / Kotak Cup Kentang / Food Paper tray / Kotak toast / Kotak Snack / Paper tray Dine in;Foodie hijau botol;
pt-016-5;(100pcs) Cup Kentang B / Kotak Cup Kentang / Food Paper tray / Kotak toast / Kotak Snack / Paper tray Dine in;Doodle Hitam;
pt-016-6;(100pcs) Cup Kentang B / Kotak Cup Kentang / Food Paper tray / Kotak toast / Kotak Snack / Paper tray Dine in;FoodieMaroon/Magenta;
pt-016-7;(100pcs) Cup Kentang B / Kotak Cup Kentang / Food Paper tray / Kotak toast / Kotak Snack / Paper tray Dine in;Ramadhan Maroon;
pt-016-8;(100pcs) Cup Kentang B / Kotak Cup Kentang / Food Paper tray / Kotak toast / Kotak Snack / Paper tray Dine in;Doodle Biru;
pt-016-9;(100pcs) Cup Kentang B / Kotak Cup Kentang / Food Paper tray / Kotak toast / Kotak Snack / Paper tray Dine in;Kraft Laminasi;
pt-017-1;(100pcs) Cup Kentang C / Kotak Cup Kentang / Food Paper tray / Kotak toast / Kotak Snack / Paper tray Dine in;Cup C Putih;
pt-017-2;(100pcs) Cup Kentang C / Kotak Cup Kentang / Food Paper tray / Kotak toast / Kotak Snack / Paper tray Dine in;Cup C Kraft Laminasi;
pt-017-3;(100pcs) Cup Kentang C / Kotak Cup Kentang / Food Paper tray / Kotak toast / Kotak Snack / Paper tray Dine in;Cup C Kraft Non Lam;
pt-018-1;(100pcs) Kotak Cup Kentang / Food Paper Tray / Kotak toast / Kotak Snack / Paper tray Dine in;CUP B,Coklat Laminasi;
pt-018-2;(100pcs) Kotak Cup Kentang / Food Paper Tray / Kotak toast / Kotak Snack / Paper tray Dine in;10x4.5x4cm (Toast),Coklat Laminasi;
pt-018-3;(100pcs) Kotak Cup Kentang / Food Paper Tray / Kotak toast / Kotak Snack / Paper tray Dine in;Cup C,Coklat Laminasi;
pt-018-4;(100pcs) Kotak Cup Kentang / Food Paper Tray / Kotak toast / Kotak Snack / Paper tray Dine in;CUP D,Coklat Laminasi;
pt-018-5;(100pcs) Kotak Cup Kentang / Food Paper Tray / Kotak toast / Kotak Snack / Paper tray Dine in;Cup Sakura/Dine In,Coklat Laminasi;
pt-018-6;(100pcs) Kotak Cup Kentang / Food Paper Tray / Kotak toast / Kotak Snack / Paper tray Dine in;CUP A,Coklat Laminasi;
pt-019-1;(100 pcs) Box Toast Small (KECIL)/ Kotak Toast Kecil/ Kotak Snack / Paper tray Dine in / Cup Toast;Foodie Biru;
pt-019-10;(100 pcs) Box Toast Small (KECIL)/ Kotak Toast Kecil/ Kotak Snack / Paper tray Dine in / Cup Toast;Ramadhan Magenta;
pt-019-11;(100 pcs) Box Toast Small (KECIL)/ Kotak Toast Kecil/ Kotak Snack / Paper tray Dine in / Cup Toast;Animals Hitam;
pt-019-12;(100 pcs) Box Toast Small (KECIL)/ Kotak Toast Kecil/ Kotak Snack / Paper tray Dine in / Cup Toast;Foodie Orange;
pt-019-13;(100 pcs) Box Toast Small (KECIL)/ Kotak Toast Kecil/ Kotak Snack / Paper tray Dine in / Cup Toast;Doodle Hitam;
pt-019-14;(100 pcs) Box Toast Small (KECIL)/ Kotak Toast Kecil/ Kotak Snack / Paper tray Dine in / Cup Toast;Foodie Hijau Botol;
pt-019-15;(100 pcs) Box Toast Small (KECIL)/ Kotak Toast Kecil/ Kotak Snack / Paper tray Dine in / Cup Toast;Warna Warni;
pt-019-16;(100 pcs) Box Toast Small (KECIL)/ Kotak Toast Kecil/ Kotak Snack / Paper tray Dine in / Cup Toast;AnimalsMagenta/Maron;
pt-019-2;(100 pcs) Box Toast Small (KECIL)/ Kotak Toast Kecil/ Kotak Snack / Paper tray Dine in / Cup Toast;Ramadhan Hitam;
pt-019-3;(100 pcs) Box Toast Small (KECIL)/ Kotak Toast Kecil/ Kotak Snack / Paper tray Dine in / Cup Toast;Foodie Hitam;
pt-019-4;(100 pcs) Box Toast Small (KECIL)/ Kotak Toast Kecil/ Kotak Snack / Paper tray Dine in / Cup Toast;FoodieMagenta/maroon;
pt-019-5;(100 pcs) Box Toast Small (KECIL)/ Kotak Toast Kecil/ Kotak Snack / Paper tray Dine in / Cup Toast;Doodle Biru;
pt-019-6;(100 pcs) Box Toast Small (KECIL)/ Kotak Toast Kecil/ Kotak Snack / Paper tray Dine in / Cup Toast;Foodie Brown;
pt-019-7;(100 pcs) Box Toast Small (KECIL)/ Kotak Toast Kecil/ Kotak Snack / Paper tray Dine in / Cup Toast;Random 2 Warna;
pt-019-8;(100 pcs) Box Toast Small (KECIL)/ Kotak Toast Kecil/ Kotak Snack / Paper tray Dine in / Cup Toast;Animals Brown;
pt-019-9;(100 pcs) Box Toast Small (KECIL)/ Kotak Toast Kecil/ Kotak Snack / Paper tray Dine in / Cup Toast;Ramadhan Hijau Botol;
pt-020-1;(100pcs) PAPER TRAY BAHAN DUPLEX / Kotak Cup Kentang / Food Paper tray / Kotak toast / Kotak Snack / Paper tray Dine in;Cup C,Duplex;
pt-020-2;(100pcs) PAPER TRAY BAHAN DUPLEX / Kotak Cup Kentang / Food Paper tray / Kotak toast / Kotak Snack / Paper tray Dine in;Cup A,Duplex;
pt-020-3;(100pcs) PAPER TRAY BAHAN DUPLEX / Kotak Cup Kentang / Food Paper tray / Kotak toast / Kotak Snack / Paper tray Dine in;Cup B,Duplex;
pt-021;(100pcs) Cup Kentang D / Paper Tray / Cup kentang Dine ini / Kotak Dine In;Standard;
tp-1;Tempat Pensil Binatang / Tempat Pensil Boneka / Pencil case lucu / Kotak Pencil;Singa;
tp-10;Tempat Pensil Binatang / Tempat Pensil Boneka / Pencil case lucu / Kotak Pencil;winnie the pooh;
tp-11;Tempat Pensil Binatang / Tempat Pensil Boneka / Pencil case lucu / Kotak Pencil;Sapi;
tp-12;Tempat Pensil Binatang / Tempat Pensil Boneka / Pencil case lucu / Kotak Pencil;Bundling 1;
tp-13;Tempat Pensil Binatang / Tempat Pensil Boneka / Pencil case lucu / Kotak Pencil;Berang berang;
tp-14;Tempat Pensil Binatang / Tempat Pensil Boneka / Pencil case lucu / Kotak Pencil;Bundling 2;
tp-15;Tempat Pensil Binatang / Tempat Pensil Boneka / Pencil case lucu / Kotak Pencil;Gajah;
tp-2;Tempat Pensil Binatang / Tempat Pensil Boneka / Pencil case lucu / Kotak Pencil;Keledai;
tp-3;Tempat Pensil Binatang / Tempat Pensil Boneka / Pencil case lucu / Kotak Pencil;Bundling 3;
tp-4;Tempat Pensil Binatang / Tempat Pensil Boneka / Pencil case lucu / Kotak Pencil;Babi;
tp-5;Tempat Pensil Binatang / Tempat Pensil Boneka / Pencil case lucu / Kotak Pencil;Monyet;
tp-6;Tempat Pensil Binatang / Tempat Pensil Boneka / Pencil case lucu / Kotak Pencil;Lebah;
tp-7;Tempat Pensil Binatang / Tempat Pensil Boneka / Pencil case lucu / Kotak Pencil;Anjing;
tp-8;Tempat Pensil Binatang / Tempat Pensil Boneka / Pencil case lucu / Kotak Pencil;Jerapah;
tp-9;Tempat Pensil Binatang / Tempat Pensil Boneka / Pencil case lucu / Kotak Pencil;Kudanil;
